district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,num_top_schools,percent_top_schools,avg_school_rating,best_rating,percent_students_in_top_schools,total_students,median_sale_price,median_sale_price_per_sqft,total_sales
3412660,Long Hill Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,347,387000,NA,3
3412690,Paterson Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.0344827586206897,3.52,10,0.0178175055492231,16669,160000,138.3177570093458,1206
3412720,Paulsboro Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,1.0,1,0.0,316,54900,38.55421686746988,185
3412840,Penns Grove-Carneys Point Regional School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,317,56000,43.41534008683068,333
3412990,Pine Hill Borough Board of Education School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.5,5,0.0,828,96500,68.04478897502153,365
3413050,Piscataway Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.5,8,0.0,1086,281000,178.40805123513266,1205
3413080,Pitman Boro Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,7,0.0,666,148000,100.96153846153847,304
3413110,Pittsgrove Township Board of Education School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,366,179500,112.78195488721805,239
3413140,Plainfield Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,2.89,6,0.0,3955,195000,117.46031746031746,75
3413230,Plumsted Township Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,401,295000,153.54046242774567,241
3413260,Pohatcong Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,5.0,5,0.0,339,172500,87.5,11
3413320,Point Pleasant Beach Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,463,475000,288.71391076115486,280
3413470,Prospect Park School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,878,225000,NA,70
3413500,Quinton Township Board of Education School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,340,131000,100.2210759027266,60
3413740,Red Bank Borough Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,497,310000,228.0,456
3413800,Ridgefield Park Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,5,0.0,1089,269000,167.78523489932886,282
3413860,Ringwood School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,282,300000,188.91402714932127,359
3413890,River Edge School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",2,1.0,9.5,10,1.0,1159,450000,208.33333333333334,341
3413980,Riverdale School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,332,285990,256.98426573426576,170
3414010,Riverside Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,2.0,2,0.0,746,113000,75.71428571428571,253
3414040,Riverton School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,1.0,9.0,9,1.0,304,248000,145.53014553014552,88
3414070,Rochelle Park School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,455,315000,248.4,210
3414100,Rockaway Borough Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,363,315000,NA,10
3414130,Rockaway Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.25,8,0.0,1204,330000,173.60350492880613,61
3414250,Roseland School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,461,545000,NA,74
3414280,Roselle Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.33,5,0.0,1011,180000,138.33701250919793,36
3414430,Runnemede Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,2.0,2,0.0,478,125000,94.64285714285714,270
3414520,Saddle River School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,201,1456500,252.10084033613447,101
3414550,Salem City Board of Education School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,2.0,2,0.0,426,19000,14.058679706601467,132
3414610,Sandyston-Walpack Consolidated School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,148,410000,NA,1
3414670,Scotch Plains-Fanwood School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",3,0.6,8.8,10,0.601667438628995,2159,500000,216.1547212741752,50
3414730,Sea Girt Borough Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,173,1300000,577.4518790100825,139
3414790,Seaside Heights School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,1.0,1,0.0,202,187000,192.30769230769232,230
3414880,Shamong Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,415,295000,131.33874239350914,219
3414970,Shrewsbury Borough School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,478,474900,228.02653399668324,178
3415000,Somerdale Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,527,130000,92.1474358974359,187
3415090,Somerville Borough School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,928,295000,169.90846681922196,27
3415120,South Amboy School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,633,160000,161.65413533834587,354
3415180,South Bound Brook Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.0,3,0.0,456,224900,142.85714285714286,28
3415210,South Brunswick School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",7,1.0,9.14,10,1.0,3791,380000,204.08163265306123,1308
3415240,South Hackensack School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,253,379900,NA,37
3415270,South Harrison Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,8.0,8,0.0,370,325000,118.32829808660624,81
3415330,South Orange-Maplewood School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",3,0.6,8.0,9,0.620412443201678,2861,449000,224.0,205
3415390,South River Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,607,241000,161.3562091503268,378
3415420,Southampton Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,7.0,7,0.0,234,135000,103.83386581469648,658
3415540,Spotswood Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,425,200000,130.1098901098901,336
3415600,Spring Lake Heights School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,357,420000,267.46108949416345,223
3415690,Stafford Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,6,0.0,1258,240000,146.6296038915914,1562
3415720,Stanhope School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,364,225000,NA,1
3415750,Stillwater Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,337,207500,NA,6
3415870,Stratford School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,459,143000,93.81663113006397,207
3415960,Sussex-Wantage Regional School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,410,189000,NA,20
3415990,Swedesboro-Woolwich Board of Education School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,762,275000,115.27777777777777,580
3416020,Tabernacle Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,409,290000,131.6475495307612,208
3416200,Tinton Falls School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,348,266000,180.74656188605107,956
3416260,Totowa Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,660,347500,162.93279022403257,241
3416320,Tuckerton Borough School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,330,150000,120.0,165
3416350,Union Beach Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,654,192000,140.24048096192385,214
3416380,Union City School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.125,4.13,9,0.0601467772814295,6268,285000,289.9628252788104,884
3416440,Union Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,248,198500,160.98945660989457,4
3416500,Twp of Union Board of Education School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.83,8,0.0,2826,285000,149.72419227738376,81
3416560,Upper Freehold Regional School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,544,409000,165.48984995586937,277
3416590,Upper Pittsgrove Twp School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,370,192000,113.02475780409041,60
3416620,Upper Saddle River School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,457,830000,233.6206896551724,294
3416710,Vernon Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.33,7,0.0,1285,213000,77.11988304093568,92
3416830,Voorhees Township Board of Education School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,0.25,7.75,10,0.218518518518519,1890,245000,116.64482306684141,1018
3416980,Warren Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",2,0.5,8.5,9,0.46969696969697,1188,620000,215.08097165991902,19
3417010,Washington Borough School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,3.0,3,0.0,303,168000,114.73684210526316,5
3417070,Washington Township Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.17,5,0.0,2826,195000,108.95883777239709,1692
3417130,Washington Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",2,0.666666666666667,8.67,9,0.624372759856631,1395,445000,111.25,3
3417160,Washington Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,4.0,4,0.0,342,190000,119.9,5
3417190,Watchung Borough Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,377,1185000,NA,3
3417250,Waterford Township Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,440,156500,94.11764705882354,326
3417280,Wayne Township Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.125,7.5,9,0.145880089772363,3119,415000,207.00437773608505,1487
3417310,Weehawken Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,400,610000,418.7192118226601,416
3417340,Wenonah Boro School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,227,237000,116.75824175824175,113
3417430,West Deptford Township Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,543,170000,109.73837209302326,702
3417490,West Long Branch Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,350,355000,190.2398676592225,237
3417640,Woodland Park Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,2.0,2,0.0,221,372500,259.93586005830906,347
3417700,West Windsor-Plainsboro Regional School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,839,400000,209.39548434085944,765
3417730,Westampton Township Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,7.0,7,0.0,521,219000,120.43539325842697,359
3417790,Westville Boro Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,363,95000,67.94871794871794,131
3417880,Wharton Borough Board of Education School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,498,218500,NA,9
3417910,White Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,7.0,7,0.0,339,280000,119.14893617021276,6
3418000,Willingboro Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,2.2,6,0.0,2257,110000,61.55950752393981,1203
3418120,Woodbridge Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.0625,5.0,9,0.0672891178364456,6212,260000,175.0,2375
3418180,Woodbury Heights Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,209,167000,94.5273631840796,101
3418210,Woodcliff Lake School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,509,678000,346.9438877755511,183
3418240,Woodland Township Board of Education School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,145,262000,131.13113113113113,35
3418270,Woodlynne Boro Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,6.0,6,0.0,368,33000,28.571428571428573,69
3418300,Wood-Ridge Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,267,370000,260.70093457943926,290
3418330,Woodstown-Pilesgrove Regional School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,413,197400,102.14007782101167,237
3418360,Wyckoff Township Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",3,0.75,9.0,10,0.753644314868805,1372,675000,257.93650793650795,547
3500010,Rio Rancho Public Schools,"Albuquerque, NM","Albuquerque, NM","Albuquerque, NM",4,0.4,8.3,10,0.389112641288814,7697,149000,94.30422919508868,6
3500060,Albuquerque Public Schools,"Albuquerque, NM","Albuquerque, NM","Albuquerque, NM",21,0.241379310344828,5.77,10,0.237213323625774,43952,272000,131.1866428145498,64
3500930,Estancia Municipal Schools,"Albuquerque, NM","Albuquerque, NM","Albuquerque, NM",0,0.0,5.0,5,0.0,271,230000,83.45428156748912,1
3501680,Los Lunas Public Schools,"Albuquerque, NM","Albuquerque, NM","Albuquerque, NM",3,0.3,6.4,9,0.330945227640398,4327,105000,48.83720930232558,1
3501890,Moriarty Municipal Schools,"Albuquerque, NM","Albuquerque, NM","Albuquerque, NM",0,0.0,7.0,7,0.0,787,245000,127.60416666666667,2
3600004,Rotterdam-Mohonasen Central School District,"Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0.0,6.0,6,0.0,553,136000,104.16666666666667,801
3600010,Cobleskill-Richmondville Central School District,"Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0.0,6.0,7,0.0,950,125000,79.41176470588235,347
3600021,Mattituck-Cutchogue Union Free School District,"Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,580,567500,293.3151432469304,438
3600077,Nyc Geog District # 2 - Manhattan,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",23,0.71875,8.88,10,0.7503175947491,18892,40000,46.67444574095683,18
3600078,Nyc Geog District # 3 - Manhattan,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",9,0.45,6.1,10,0.537316375825693,10143,610000,1166.6666666666667,5
3600081,Nyc Geog District # 5 - Manhattan,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,2.5,7,0.0,6452,1500000,513.874614594039,3
3600083,Nyc Geog District # 6 - Manhattan,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.68,8,0.0,13956,249000,276.6666666666667,4
3600085,Nyc Geog District # 8 - Bronx,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.52,8,0.0,14941,400000,218.57142857142858,1212
3600086,Nyc Geog District # 9 - Bronx,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,2.54,5,0.0,17675,325300,142.921146953405,170
3600087,Nyc Geog District #10 - Bronx,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.54,8,0.0,28777,250000,226.8041237113402,1375
